X,Y,objectid,match_addr,company_name,nace_rev_2_code,kod,interval,odvětví,industry
16.592501289,49.226238289,2068,"Berkova 444/8, 612 00, Královo Pole, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",IT STUDIO s.r.o.,620,62,6 - 9,Těžba zemního plynu,Extraction of natural gas
16.587712288,49.231453091,2069,"Mánesova 3014/16, 612 00, Královo Pole, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",OK BROKERS s.r.o.,150,15,6 - 9,Smíšené hospodaření,Mixed farming
16.626354371,49.196952507,2070,"Plynárenská 499/1, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",PDEP s.r.o.,7111,71,6 - 9,Těžba železných rud,Mining of iron ores
16.5692141820001,49.2180781710001,2071,"Vrázova 2755/21b, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj",MEDIHOF Brno s.r.o.,8621,86,6 - 9,Zdravotní péče,Human health activities
16.613628127,49.2000691910001,2072,"Příkop 843/4, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj","VETERIX, a.s.",7500,75,6 - 9,Veterinární činnosti,Veterinary activities
16.5235745520001,49.179938878,2073,"Za vodojemem 784/30a, 642 00, Bosonohy, Brno-Bosonohy, Brno, Brno-město, Jihomoravský kraj","Pionýr, z. s. - 32. pionýrská skupina Galaxie",9499,94,6 - 9,Činnosti organizací sdružujících osoby za účelem prosazování společných a veřejných zájmů,Activities of membership organisations
16.601759771,49.1925267780001,2074,"Pellicova 630/7, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",ADN Home s.r.o.,6831,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.689349905,49.203073391,2075,"Trnkova 636/72, 628 00, Líšeň, Brno-Líšeň, Brno, Brno-město, Jihomoravský kraj",Quality Drinks s.r.o.,461,46,6 - 9,Velkoobchod,Wholesale trade
16.552314505,49.2140202830001,2076,"Bratří Ocelků 1045/19, 637 00, Jundrov, Brno-Jundrov, Brno, Brno-město, Jihomoravský kraj","Gourmet House, s.r.o.",47,47,6 - 9,Maloobchod,Retail trade
16.6001786090001,49.20357312,2077,"Kounicova 686/22, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj",BuranTeatr z.ú.,9003,90,6 - 9,Umělecká tvorba a činnosti v oblasti scénických umění,Arts creation and performing arts activities
16.697123785,49.200388332,2078,"Otiskova 2823/30, 628 00, Líšeň, Brno-Líšeň, Brno, Brno-město, Jihomoravský kraj",IDS Advisory s.r.o.,1101,11,6 - 9,Pěstování plodin jiných než trvalých,Growing of non-perennial crops
16.6153077770001,49.2222766250001,2079,"Křižíkova 2988/68g, 612 00, Královo Pole, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj","REXYN, s.r.o.",2712,27,6 - 9,Výroba elektrických zařízení,Manufacture of electrical equipment
16.598381026,49.212097516,2080,"Šumavská 416/15, 602 00, Ponava, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj","ASYC, s.r.o.",620,62,6 - 9,Těžba zemního plynu,Extraction of natural gas
16.6164521580001,49.190857899,2081,"Mlýnská 529/15, 602 00, Trnitá, Brno-střed, Brno, Brno-město, Jihomoravský kraj","Makovský & partneri, s.r.o.",711,71,6 - 9,Těžba železných rud,Mining of iron ores
16.6071183220001,49.2017983360001,2082,"Lidická 700/19, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj",STAFORA s.r.o.,4120,41,6 - 9,Výstavba bytových a nebytových budov,Construction of residential and non-residential buildings
16.580063131,49.245792054,2083,"Banskobystrická 207/16, 621 00, Řečkovice, Brno-Řečkovice a Mokrá Hora, Brno, Brno-město, Jihomoravský kraj","PROXIMA interier, s.r.o.",4332,43,6 - 9,Specializované stavební činnosti,Specialised construction activities
16.5979215300001,49.206125033,2084,"Kotlářská 260/15, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj","Mgr. Ilona Mravcová, s.r.o.",1101,11,6 - 9,Pěstování plodin jiných než trvalých,Growing of non-perennial crops
16.5975738490001,49.1558106890001,2085,"Vídeňská 132/100, 619 00, Dolní Heršpice, Brno-jih, Brno, Brno-město, Jihomoravský kraj","ELEKTRO Cígler, s.r.o.",4339,43,6 - 9,Specializované stavební činnosti,Specialised construction activities
16.6861991480001,49.1760701680001,2086,"Černozemní 915/1, 627 00, Slatina, Brno-Slatina, Brno, Brno-město, Jihomoravský kraj",K V A T E R  s.r.o.,464,46,6 - 9,Velkoobchod,Wholesale trade
16.583194442,49.173053312,2087,"Jihlavská 719/7, 625 00, Bohunice, Brno-Bohunice, Brno, Brno-město, Jihomoravský kraj",HANOL s.r.o.,331,33,6 - 9,Podpůrné činnosti pro rybolov a akvakulturu,Support activities for fishing and aquaculture
16.572395031,49.178473721,2088,"Studentská 812/6, 625 00, Bohunice, Brno-Bohunice, Brno, Brno-město, Jihomoravský kraj","GENPROGRESS, s.r.o.",862,86,6 - 9,Zdravotní péče,Human health activities
16.607037185,49.1888920910001,2089,"Nové sady 988/2, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj","Se&Pa Spedition, s.r.o.",4941,49,6 - 9,Pozemní a potrubní doprava,Land transport and transport via pipelines
16.608108728,49.196911938,2090,"Jakubské náměstí 580/4, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Atelier KareŠs.r.o.,7111,71,6 - 9,Těžba železných rud,Mining of iron ores
16.6081961510001,49.1957211210001,2091,"Rašínova 103/2, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj",D&D Corporation SE,6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.571315106,49.247764148,2092,"Azurová 2153/20, 621 00, Řečkovice, Brno-Řečkovice a Mokrá Hora, Brno, Brno-město, Jihomoravský kraj",SOLUPHARM s.r.o.,4690,46,6 - 9,Velkoobchod,Wholesale trade
16.609863311,49.1956316860001,2093,"Kozí 26/4, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Multi Wholesale Supplies s.r.o.,3250,32,6 - 9,Akvakultura,Aquaculture
16.66223252,49.2091301130001,2094,"Blatnická 4219/4, 628 00, Židenice, Brno-Vinohrady, Brno, Brno-město, Jihomoravský kraj",Mamouten s.r.o.,24,24,6 - 9,Podpůrné činnosti pro lesnictví,Support services to forestry
16.5899754020001,49.210192561,2095,"Veveří 2581/102, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj",MIDGARD Networks s.r.o.,620,62,6 - 9,Těžba zemního plynu,Extraction of natural gas
16.607808236,49.1972907160001,2096,"Moravské náměstí 629/4, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj","NOVOTOS, s.r.o.",74,74,6 - 9,"Ostatní odborné, vědecké a technické činnosti","Other professional, scientific and technical activities"
16.6521044990001,49.1530249640001,2097,"Sladovnická 518/4, 620 00, Brněnské Ivanovice, Brno-Tuřany, Brno, Brno-město, Jihomoravský kraj",BS MARKET s.r.o.,74,74,6 - 9,"Ostatní odborné, vědecké a technické činnosti","Other professional, scientific and technical activities"
16.6454943630001,49.1723519980001,2098,"Vinohradská 1113/78, 618 00, Černovice, Brno-Černovice, Brno, Brno-město, Jihomoravský kraj","AMMBO, s.r.o.",4334,43,6 - 9,Specializované stavební činnosti,Specialised construction activities
16.599565221,49.1879655560001,2099,"Křídlovická 981/23, 603 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",PROPASIV s.r.o.,2223,22,6 - 9,Těžba dřeva,Logging
16.5587253200001,49.167891694,2100,"U hřiště 194/13, 625 00, Starý Lískovec, Brno-Starý Lískovec, Brno, Brno-město, Jihomoravský kraj",Metalostav s.r.o.,22,22,6 - 9,Těžba dřeva,Logging
16.572786717,49.2328454920001,2101,"Purkyňova 648/125, 612 00, Medlánky, Brno-Medlánky, Brno, Brno-město, Jihomoravský kraj",2KSys s.r.o.,7112,71,6 - 9,Těžba železných rud,Mining of iron ores
16.617644064,49.206179934,2102,"Černopolní 224/34, 613 00, Černá Pole, Brno-sever, Brno, Brno-město, Jihomoravský kraj",BALNEA s.r.o.,55,55,6 - 9,Poskytování ubytování,Accommodation
16.6447367220001,49.1707321110001,2103,"Vinohradská 1305/82a, 618 00, Černovice, Brno-Černovice, Brno, Brno-město, Jihomoravský kraj",PUB GAS s.r.o.,461,46,6 - 9,Velkoobchod,Wholesale trade
16.637170546,49.209066578,2104,"Baarovo nábřeží 749/38, 614 00, Maloměřice, Brno-Maloměřice a Obřany, Brno, Brno-město, Jihomoravský kraj","Freedom Capital, s.r.o.",6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.536625594,49.230108591,2105,"Pod Mniší horou 488/33, 635 00, Bystrc, Brno-Bystrc, Brno, Brno-město, Jihomoravský kraj",ŽALUZIE HAKL s.r.o.,4120,41,6 - 9,Výstavba bytových a nebytových budov,Construction of residential and non-residential buildings
16.5785224530001,49.21452064,2106,"Puškinova 1556/30, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj",CHA&ME s.r.o.,1820,18,6 - 9,Tisk a rozmnožování nahraných nosičů,Printing and reproduction of recorded media
16.5941788430001,49.1975589370001,2107,"Úvoz 60/64, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Enjoy night s.r.o.,16,16,6 - 9,Podpůrné činnosti pro zemědělství a posklizňové činnosti,Support activities to agriculture and post-harvest crop activities
16.4843952730001,49.2077346930001,2108,"Ostrovačická 1037/1a, 641 00, Žebětín, Brno-Žebětín, Brno, Brno-město, Jihomoravský kraj","M.S. Profikov, s.r.o.",256,25,6 - 9,"Výroba kovových výrobků, kromě strojů a zařízení","Manufacture of fabricated metal products, except machinery and equipment"
16.5525933710001,49.2117179410001,2109,"Optátova 708/37, 637 00, Jundrov, Brno-Jundrov, Brno, Brno-město, Jihomoravský kraj","Plemenári Brno, a.s.",142,14,6 - 9,Živočišná výroba,Animal production
16.593789922,49.194539021,2110,"Trýbova 968/12, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Gynekologie Brno s.r.o.,8622,86,6 - 9,Zdravotní péče,Human health activities
16.606705429,49.188058218,2111,"Nové sady 996/25, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Qwerty Apps spol. s r.o.,620,62,6 - 9,Těžba zemního plynu,Extraction of natural gas
16.6055936540001,49.17616589,2112,"Pražákova 1008/69, 639 00, Štýřice, Brno-střed, Brno, Brno-město, Jihomoravský kraj","MORAVILLA Resort, s.r.o.",28,28,6 - 9,Výroba strojů a zařízení j. n.,Manufacture of machinery and equipment n.e.c.
16.5512930030001,49.223504448,2113,"Ulrychova 931/33, 624 00, Komín, Brno-Komín, Brno, Brno-město, Jihomoravský kraj",A+Z PROJEKT TEAM s.r.o.,7111,71,6 - 9,Těžba železných rud,Mining of iron ores
16.6386161730001,49.1961319600001,2114,"Jílkova 2586/118, 615 00, Židenice, Brno-Židenice, Brno, Brno-město, Jihomoravský kraj",TEDIS s.r.o.,1101,11,6 - 9,Pěstování plodin jiných než trvalých,Growing of non-perennial crops
16.5777492230001,49.2092036220001,2115,"Marie Steyskalové 852/58, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj",TESIA speciálnítechnické práce s.r.o.,7112,71,6 - 9,Těžba železných rud,Mining of iron ores
16.600407854,49.212621846,2116,"Šumavská 618/3a, 602 00, Ponava, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",Bondex Real s.r.o.,6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.613651512,49.1654827770001,2117,"Sokolova 696/32, 619 00, Horní Heršpice, Brno-jih, Brno, Brno-město, Jihomoravský kraj",KM JADERNA s.r.o.,25,25,6 - 9,"Výroba kovových výrobků, kromě strojů a zařízení","Manufacture of fabricated metal products, except machinery and equipment"
16.59525818,49.1815476580001,2118,"Vídeňská 734/41, 639 00, Štýřice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Datapress consulting s.r.o.,25,25,6 - 9,"Výroba kovových výrobků, kromě strojů a zařízení","Manufacture of fabricated metal products, except machinery and equipment"
16.6005564650001,49.19727433,2119,"Údolní 388/8, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj",CALETAÂ  a.s.,4120,41,6 - 9,Výstavba bytových a nebytových budov,Construction of residential and non-residential buildings
16.606575342,49.194605532,2120,"Veselá 199/5, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj",GASTRO HOME s.r.o.,10,10,6 - 9,Výroba potravinářských výrobků,Manufacture of food products
16.6846527700001,49.1689695650001,2121,"Drážní 1400/7b, 627 00, Slatina, Brno-Slatina, Brno, Brno-město, Jihomoravský kraj","soLNet, s.r.o.",63,63,6 - 9,"Poskytování počítačové infrastruktury, zpracování dat, hosting a ostatní informační činnosti","Computing infrastructure, data processing, hosting and other information service activities"
16.5196431040001,49.2222115390001,2122,"Páteřní 1216/7, 635 00, Bystrc, Brno-Bystrc, Brno, Brno-město, Jihomoravský kraj","RADICAL PRODUCTS,s.r.o.",9604,96,6 - 9,Poskytování osobních služeb,Personal service activities
16.5730450470001,49.166570832,2123,"Humenná 468/20, 625 00, Bohunice, Brno-Bohunice, Brno, Brno-město, Jihomoravský kraj",Uncle Baker s.r.o.,107,10,6 - 9,Výroba potravinářských výrobků,Manufacture of food products
16.5838655810001,49.2109799150001,2124,"Minská 147/37, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj",AUTOŠKOLA NAVRÃTIL s.r.o.,8553,85,6 - 9,Vzdělávání,Education
16.598232834,49.171123504,2125,"Londýnské náměstí 881/6, 639 00, Štýřice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",CONGRUENT Services s.r.o.,6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.6049966950001,49.184023756,2126,"Křídlovická 371/68, 603 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Smajl s.r.o.,8559,85,6 - 9,Vzdělávání,Education
16.5951579330001,49.2253745340001,2127,"Mojmírovo náměstí 111/24a, 612 00, Královo Pole, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",Autodoprava ABC s.r.o.,4941,49,6 - 9,Pozemní a potrubní doprava,Land transport and transport via pipelines
16.490282974,49.208562574,2128,"Otevřená 632/10, 641 00, Žebětín, Brno-Žebětín, Brno, Brno-město, Jihomoravský kraj","TEAK BRNO, spol. s r.o.",1623,16,6 - 9,Podpůrné činnosti pro zemědělství a posklizňové činnosti,Support activities to agriculture and post-harvest crop activities
16.607037185,49.1888920910001,2129,"Nové sady 988/2, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",pánská mÃ³da FR s.r.o.,14,14,6 - 9,Živočišná výroba,Animal production
16.5736460300001,49.199214489,2130,"Bohuslava Martinů 844/59, 602 00, Stránice, Brno-střed, Brno, Brno-město, Jihomoravský kraj","DAPONTE, s.r.o.",4120,41,6 - 9,Výstavba bytových a nebytových budov,Construction of residential and non-residential buildings
16.607037185,49.1888920910001,2131,"Nové sady 988/2, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj","ONESTA BRNO, s.r.o.",25,25,6 - 9,"Výroba kovových výrobků, kromě strojů a zařízení","Manufacture of fabricated metal products, except machinery and equipment"
16.613628127,49.2000691910001,2132,"Příkop 843/4, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",SUNLUX s.r.o.,3320,33,6 - 9,Podpůrné činnosti pro rybolov a akvakulturu,Support activities for fishing and aquaculture
16.582031369,49.229379324,2133,"Herčíkova 2493/2, 612 00, Královo Pole, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj","Spolecenstvívlastníku jednotek Hercíkova 2493/2, Brno",6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.556271602,49.2041296790001,2134,"Kopretinová 948/1, 637 00, Jundrov, Brno-Jundrov, Brno, Brno-město, Jihomoravský kraj",AG Pegas s.r.o.,5510,55,6 - 9,Poskytování ubytování,Accommodation
16.568441035,49.266784321,2135,"Ivanovických legionářů 392/12, 621 00, Ivanovice, Brno-Ivanovice, Brno, Brno-město, Jihomoravský kraj","M B M Technik, spol. s r.o.",4719,47,6 - 9,Maloobchod,Retail trade
16.6408697310001,49.215122293,2136,"Valchařská 24/36, 614 00, Husovice, Brno-sever, Brno, Brno-město, Jihomoravský kraj",DUO plus-zemnípráce s.r.o.,431,43,6 - 9,Specializované stavební činnosti,Specialised construction activities
16.6137866290001,49.199725911,2137,"Příkop 838/6, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",TREE Creative Solutions s.r.o.,95,95,6 - 9,"Opravy a údržba počítačů, výrobků pro osobní potřebu a převážně pro domácnost a motorových vozidel a motocyklů","Repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles"
16.6018103980001,49.1405004310001,2138,"Vídeňská 264/120b, 619 00, Přízřenice, Brno-jih, Brno, Brno-město, Jihomoravský kraj",Ambrox s.r.o.,74,74,6 - 9,"Ostatní odborné, vědecké a technické činnosti","Other professional, scientific and technical activities"
16.613628127,49.2000691910001,2139,"Příkop 843/4, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj","DerStar Pharma CZ, s.r.o.",4646,46,6 - 9,Velkoobchod,Wholesale trade
16.586016294,49.23454266,2140,"Hudcova 487/76a, 612 00, Medlánky, Brno-Medlánky, Brno, Brno-město, Jihomoravský kraj","EGU TECH, a.s.",7120,71,6 - 9,Těžba železných rud,Mining of iron ores
16.622426611,49.236161499,2141,"Dusíkova 900/3c, 638 00, Lesná, Brno-sever, Brno, Brno-město, Jihomoravský kraj",KTI Med Enterprise s.r.o.,3250,32,6 - 9,Akvakultura,Aquaculture
16.604571816,49.2067829280001,2142,"Lidická 718/77, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Alasun s.r.o.,9604,96,6 - 9,Poskytování osobních služeb,Personal service activities
16.59457824,49.179428252,2143,"Vídeňská 277/68, 639 00, Štýřice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Woodler CZ s.r.o.,620,62,6 - 9,Těžba zemního plynu,Extraction of natural gas
16.5590474370001,49.264644505,2144,"Kouty 206/63, 621 00, Ivanovice, Brno-Ivanovice, Brno, Brno-město, Jihomoravský kraj","ASPETTO, v.o.s.",310,31,6 - 9,Rybolov,Fishing
16.6671264620001,49.198360289,2145,"Jedovnická 2565/6a, 628 00, Líšeň, Brno-Líšeň, Brno, Brno-město, Jihomoravský kraj",S.O.K. Group spol. s r.o.,4334,43,6 - 9,Specializované stavební činnosti,Specialised construction activities
16.5944939180001,49.182321475,2146,"Vídeňská 842/34, 639 00, Štýřice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",SMILE OPTIC s.r.o.,4778,47,6 - 9,Maloobchod,Retail trade
16.5877208380001,49.2544584390001,2147,"Maříkova 1899/1, 621 00, Řečkovice, Brno-Řečkovice a Mokrá Hora, Brno, Brno-město, Jihomoravský kraj",KIS Brno s.r.o.,14,14,6 - 9,Živočišná výroba,Animal production
16.636771735,49.2040989170001,2148,"Lazaretní 610/11, 615 00, Židenice, Brno-Židenice, Brno, Brno-město, Jihomoravský kraj","MENHIR projekt, s.r.o.",711,71,6 - 9,Těžba železných rud,Mining of iron ores
16.618307911,49.206815743,2149,"Tomanova 2054/12, 613 00, Černá Pole, Brno-sever, Brno, Brno-město, Jihomoravský kraj","K-domy, s.r.o.",68,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.5829678800001,49.210662073,2150,"Králova 279/9, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj","KAXIMA International, s.r.o.",461,46,6 - 9,Velkoobchod,Wholesale trade
16.613628127,49.2000691910001,2151,"Příkop 843/4, 602 00, Zábrdovice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",ARGYN cz s.r.o.,6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.6071183220001,49.2017983360001,2152,"Lidická 700/19, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj",BEKOSTA Group s.r.o.,7490,74,6 - 9,"Ostatní odborné, vědecké a technické činnosti","Other professional, scientific and technical activities"
16.6055936540001,49.17616589,2153,"Pražákova 1008/69, 639 00, Štýřice, Brno-střed, Brno, Brno-město, Jihomoravský kraj",GOREQUA BOWL s.r.o.,10,10,6 - 9,Výroba potravinářských výrobků,Manufacture of food products
16.6106142460001,49.200415993,2154,"třída Kpt. Jaroše 1922/3, 602 00, Černá Pole, Brno-střed, Brno, Brno-město, Jihomoravský kraj",ALFA TEST STEEL s.r.o.,7490,74,6 - 9,"Ostatní odborné, vědecké a technické činnosti","Other professional, scientific and technical activities"
16.64146778,49.194441791,2155,"Táborská 208/136, 615 00, Židenice, Brno-Židenice, Brno, Brno-město, Jihomoravský kraj",GREEN MORIS s.r.o.,4312,43,6 - 9,Specializované stavební činnosti,Specialised construction activities
16.6026266280001,49.1994930610001,2156,"Veveří 459/12, 602 00, Veveří, Brno-střed, Brno, Brno-město, Jihomoravský kraj","ZÃMKARSTVÃ JIRO, s.r.o.",257,25,6 - 9,"Výroba kovových výrobků, kromě strojů a zařízení","Manufacture of fabricated metal products, except machinery and equipment"
16.6625243780001,49.2055992360001,2157,"Mikulovská 4222/9, 628 00, Židenice, Brno-Vinohrady, Brno, Brno-město, Jihomoravský kraj","Základníumelecká škola Detský sbor Brno, v. o. s.",8552,85,6 - 9,Vzdělávání,Education
16.6378233290001,49.200000963,2158,"Myslbekova 2882/1, 615 00, Židenice, Brno-Židenice, Brno, Brno-město, Jihomoravský kraj","FT maklérská, s.r.o.",662,66,6 - 9,Pomocné činnosti k finančním a pojišťovacím činnostem,Activities auxiliary to financial services and insurance activities
16.711238575,49.209919772,2159,"Mariánské údolí 2169/3, 628 00, Líšeň, Brno-Líšeň, Brno, Brno-město, Jihomoravský kraj","ELKAT, a.s.",4120,41,6 - 9,Výstavba bytových a nebytových budov,Construction of residential and non-residential buildings
16.5876711330001,49.21286073,2160,"Spojovací 2002/12, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj",CAMARA INVESTMENT s.r.o.,10,10,6 - 9,Výroba potravinářských výrobků,Manufacture of food products
16.575653076,49.2117543190001,2161,"Bráfova 3070/9a, 616 00, Žabovřesky, Brno-Žabovřesky, Brno, Brno-město, Jihomoravský kraj","B-KOMFORT, s.r.o.",7490,74,6 - 9,"Ostatní odborné, vědecké a technické činnosti","Other professional, scientific and technical activities"
16.66223252,49.2091301130001,2162,"Blatnická 4219/4, 628 00, Židenice, Brno-Vinohrady, Brno, Brno-město, Jihomoravský kraj",Výškové práce Duchek s.r.o.,3320,33,6 - 9,Podpůrné činnosti pro rybolov a akvakulturu,Support activities for fishing and aquaculture
16.6435674470001,49.196551432,2163,"Jílkova 1753/52, 615 00, Židenice, Brno-Židenice, Brno, Brno-město, Jihomoravský kraj",JPJ Sport s.r.o.,141,14,6 - 9,Živočišná výroba,Animal production
16.561722102,49.216522867,2164,"Čichnova 386/17, 624 00, Komín, Brno-Komín, Brno, Brno-město, Jihomoravský kraj",LHProjekt a.s.,7112,71,6 - 9,Těžba železných rud,Mining of iron ores
16.6272732790001,49.1690282380001,2165,"Hněvkovského 30/65, 617 00, Komárov, Brno-jih, Brno, Brno-město, Jihomoravský kraj","SKS stav, s.r.o.",4120,41,6 - 9,Výstavba bytových a nebytových budov,Construction of residential and non-residential buildings
16.607037185,49.1888920910001,2166,"Nové sady 988/2, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",PK PRO BUILDING s.r.o.,433,43,6 - 9,Specializované stavební činnosti,Specialised construction activities
16.6007600620001,49.1476366570001,2167,"Vídeňská 260/150, 619 00, Přízřenice, Brno-jih, Brno, Brno-město, Jihomoravský kraj",AB-tex pletárna s.r.o.,14,14,6 - 9,Živočišná výroba,Animal production
16.6158194920001,49.1702797400001,2168,"Kšírova 497/122, 619 00, Horní Heršpice, Brno-jih, Brno, Brno-město, Jihomoravský kraj",KOVOTERM elektromotory s.r.o.,4778,47,6 - 9,Maloobchod,Retail trade
16.523012126,49.226290299,2169,"Valouškova 574/9, 635 00, Bystrc, Brno-Bystrc, Brno, Brno-město, Jihomoravský kraj",MALUKUS s.r.o.,471,47,6 - 9,Maloobchod,Retail trade
16.595592534,49.2134442780001,2170,"Tábor 534/50d, 602 00, Ponava, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",Urbego Logistics s.r.o.,4941,49,6 - 9,Pozemní a potrubní doprava,Land transport and transport via pipelines
16.52894073,49.190218611,2171,"Pavlovská 502/12, 623 00, Kohoutovice, Brno-Kohoutovice, Brno, Brno-město, Jihomoravský kraj","Bidding Fox technologies, s.r.o.",620,62,6 - 9,Těžba zemního plynu,Extraction of natural gas
16.6014699250001,49.215173674,2172,"Poděbradova 628/114, 612 00, Ponava, Brno-Královo Pole, Brno, Brno-město, Jihomoravský kraj",GRILL TRANS s.r.o.,4941,49,6 - 9,Pozemní a potrubní doprava,Land transport and transport via pipelines
16.6186522400001,49.209399842,2173,"Trávníky 802/12, 613 00, Černá Pole, Brno-sever, Brno, Brno-město, Jihomoravský kraj","Moravskoslezský kruh, z. s.",9499,94,6 - 9,Činnosti organizací sdružujících osoby za účelem prosazování společných a veřejných zájmů,Activities of membership organisations
16.6089045890001,49.1946639540001,2174,"náměstí Svobody 74/10, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Yacht club - Brychta s.r.o.,5610,56,6 - 9,Poskytování stravování a podávání nápojů,Food and beverage service activities
16.6485647380001,49.196685669,2175,"Jamborova 3220/45, 615 00, Židenice, Brno-Židenice, Brno, Brno-město, Jihomoravský kraj","Detská skupina kulihrášci, z.s.",9499,94,6 - 9,Činnosti organizací sdružujících osoby za účelem prosazování společných a veřejných zájmů,Activities of membership organisations
16.577854416,49.1669706480001,2176,"Rolnická 661/7, 625 00, Bohunice, Brno-Bohunice, Brno, Brno-město, Jihomoravský kraj",Global Sped s.r.o.,5229,52,6 - 9,Těžba hnědého uhlí,Mining of lignite
16.6271913040001,49.2231508990001,2177,"Halasovo náměstí 597/1, 638 00, Lesná, Brno-sever, Brno, Brno-město, Jihomoravský kraj",MEDIGRAFO s.r.o.,8622,86,6 - 9,Zdravotní péče,Human health activities
16.6003208500001,49.1918465030001,2178,"Pekařská 422/42, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Trnecka Smoked Fish s.r.o.,10,10,6 - 9,Výroba potravinářských výrobků,Manufacture of food products
16.620668758,49.2267342050001,2179,"Brožíkova 46/8, 638 00, Lesná, Brno-sever, Brno, Brno-město, Jihomoravský kraj",Spolecenstvívlastníku Brožíkova 2 - 13,6820,68,6 - 9,Činnosti v oblasti nemovitostí,Real estate activities
16.609724172,49.1961349360001,2180,"Kozí 684/8, 602 00, Brno-město, Brno-střed, Brno, Brno-město, Jihomoravský kraj",Tutuki s.r.o.,7912,79,6 - 9,"Činnosti cestovních agentur, kanceláří a ostatní rezervační a související činnosti","Travel agency, tour operator and other reservation service and related activities"
16.602370896,49.187765563,2181,"Bezručova 83/18, 602 00, Staré Brno, Brno-střed, Brno, Brno-město, Jihomoravský kraj",PPDP BO2 s.r.o.,55,55,6 - 9,Poskytování ubytování,Accommodation
