X,Y,objectid_1,zuj,alkohol_vinik,hlavni_pricina,srazka,nasledky,pricina,stav_vozovky,povetrnostni_podm,rozhled,misto_nehody,druh_komun,pneumatiky,druh_pohonu,druh_vozidla,mestska_cast,pohlavi,alkohol,den_v_tydnu,mesic_t,katastr,chovani_chodce,stav_chodce,drogy_chodec,alkohol_chodec,osobni_prepravnik,reflexni_prvky,kategorie_chodce,nasledek,ozn_osoba,zavineni,viditelnost,situovani,osoba,stav_ridic,doba,smrt_po,lz,target_fid_1,join_count_1,objectid,join_count,target_fid,den,vek,smrt_dny,rok_nar,p48a,p59d,rok,tz,smrt,lehce_zran_os,tezce_zran_os,usmrceno_os,id_vozidla,hodina,ovlivneni_ridice,cas,mesic,e,d,id_nehody,datum,hmotna_skoda_1,skoda_vozidlo,globalid
-599066.991999999,-1159877.064,795,Brno-střed,nezjišťováno,nesprávný způsob jízdy,jiný druh nehody,nehoda s následky na životě nebo zdraví,nesprávné otáčení nebo couvání,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,,,jízdní kolo,Brno-střed,muž,Nezjišťován,pátek,květen,Veveří,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71185,1,71185,1,71185,5,28,1,1986,1,86,2014,0,0,1,0,0,2,14,1,1420,5,-1159877.064,-599066.992,60206140837,2014/05/02 00:00:00+00,2000,0,9ef65ab8-143b-403c-bf40-076b72854d67
-595093.960999999,-1161008.953,796,Brno-Židenice,ano,nesprávný způsob jízdy,havárie,nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,"zastávka autobusu, trolejbusu, tramvaje s nástup. ostrůvkem",komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-Židenice,muž,"Ano, obsah alkoholu v krvi od 0,5‰ do 0,8‰",neděle,květen,Židenice,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na kolejích tramvaje,řidič,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰",den,,1,71186,1,71186,1,71186,7,43,1,1971,1,71,2014,0,0,1,0,0,1,18,0,1835,5,-1161008.953,-595093.961,60206140850,2014/05/04 00:00:00+00,1000,1000,58d8abcb-4444-48e5-b861-38c385de166f
-599457.02,-1157659.003,797,Brno-Královo Pole,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,při odbočování vlevo,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-Královo Pole,muž,Ne,středa,květen,Královo Pole,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71187,1,71187,1,71187,3,36,1,1978,1,78,2014,0,0,1,0,0,2,7,1,755,5,-1157659.003,-599457.02,60206140876,2014/05/07 00:00:00+00,25000,5000,8aaf36e0-e761-4cdf-9ab4-457671a589a7
-596067.203000002,-1159141.604,798,Brno-sever,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,při vjíždění na silnici,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-sever,chlapec (do 15 let),Ne,úterý,květen,Husovice,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71188,1,71188,1,71188,2,9,1,2005,1,5,2014,0,0,1,0,0,1,19,1,1940,5,-1159141.604,-596067.203,60206140966,2014/05/20 00:00:00+00,31000,10000,8f00bbff-c43a-4dcb-b416-08bc7a5fd901
-603703.659000002,-1156697.593,799,Brno-Bystrc,ano,nepřiměřená rychlost jízdy,"srážka s vozidlem zaparkovaným, odstaveným",nehoda s následky na životě nebo zdraví,jiný druh nepřiměřené rychlosti,"povrch suchý, neznečistěný",neztížené,dobré,parkoviště přiléhající ke komunikaci,komunikace místní,,,jízdní kolo,Brno-Bystrc,muž,"Ano, obsah alkoholu v krvi od 0,8‰ do 1,0‰",středa,květen,Bystrc,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰",den,,1,71189,1,71189,1,71189,3,35,1,1979,1,79,2014,0,0,1,0,0,1,19,1,1910,5,-1156697.593,-603703.659,60206140978,2014/05/21 00:00:00+00,81000,1000,cc5fde10-ba35-4415-97fc-191e022a1469
-595395.107999999,-1161027.976,800,Brno-Židenice,ne,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,"bezohledná, agresivní, neohleduplná jízda","povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-Židenice,muž,Ne,pátek,květen,Židenice,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71191,1,71191,1,71191,5,43,1,1971,1,71,2014,0,0,1,0,0,1,17,1,1720,5,-1161027.976,-595395.108,60206140992,2014/05/23 00:00:00+00,16000,1000,14445c3c-f276-4612-a7ab-ac6509df05e9
-592923.283,-1160329.994,801,Brno-Líšeň,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,při odbočování vlevo,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-Líšeň,muž,Ne,pátek,květen,Líšeň,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71192,1,71192,1,71192,5,30,1,1984,1,84,2014,0,0,1,0,0,2,17,1,1730,5,-1160329.994,-592923.283,60206140993,2014/05/23 00:00:00+00,35000,30000,aa0417c6-7d80-4739-a064-240e70e8e3b2
-596207.780000001,-1161209.95,802,Brno-Židenice,ne,nesprávný způsob jízdy,srážka s chodcem,nehoda s následky na životě nebo zdraví,jiný druh nesprávného způsobu jízdy,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-Židenice,žena,Ne,čtvrtek,květen,Židenice,,,,,,,,těžké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",žádné z uvedenýc,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,0,71195,1,71195,1,71195,4,56,1,1958,1,58,2014,1,0,0,1,0,1,8,1,850,5,-1161209.95,-596207.78,60206141036,2014/05/29 00:00:00+00,200,200,005ef4b0-5697-4f23-bf55-977fe5025b44
-608915.956999999,-1151903.922,803,Brno-Bystrc,nezjišťováno,nesprávný způsob jízdy,havárie,nehoda pouze s hmotnou škodou,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace účelová - polní a lesní cesty atd.,,,jízdní kolo,Brno-Bystrc,muž,Nezjišťován,čtvrtek,červen,Bystrc,,,,,,,,bez zraněn,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,řidič při jízdě zemřel (infarkt apod.,den,,0,71198,1,71198,1,71198,4,73,1,1941,1,41,2014,0,0,0,0,0,1,18,1,1825,6,-1151903.922,-608915.957,60206141090,2014/06/05 00:00:00+00,100,0,522f81de-a842-405c-83cc-aa0660c06156
-596577.510000002,-1160347.212,804,Brno-sever,ano,nesprávný způsob jízdy,havárie,nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,,,jízdní kolo,Brno-sever,muž,"Ano, obsah alkoholu v krvi 1,5‰ a více",čtvrtek,červen,Zábrdovice,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"v noci - bez veřejného osvětlení, viditelnost nezhoršená vlivem povětrnostních podmínek",na stezce pro cyklisty,řidič,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,noc,,1,71199,1,71199,1,71199,4,45,1,1969,1,69,2014,0,0,1,0,0,1,22,1,2230,6,-1160347.212,-596577.51,60206141091,2014/06/05 00:00:00+00,0,0,ab3ecbf8-24de-4ee8-a549-e36ad4c30b87
-596303.598999999,-1158077.475,805,Brno-sever,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,proti příkazu dopravní značky DEJ PŘEDNOST,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-sever,muž,Ne,pátek,červen,Lesná,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71200,1,71200,1,71200,5,78,1,1936,1,36,2014,0,0,1,0,0,2,16,1,1650,6,-1158077.475,-596303.599,60206141101,2014/06/06 00:00:00+00,11500,10000,a08c9a26-94fc-41af-aa58-89767d5eaee5
-604958.467999998,-1156316.516,806,Brno-Bystrc,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,při odbočování vlevo,"povrch suchý, neznečistěný",neztížené,dobré,"výjezd z parkoviště, lesní cesty apod. (pol.36=7,8)",komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-Bystrc,muž,Ne,neděle,červen,Bystrc,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71201,1,71201,1,71201,7,20,1,1994,1,94,2014,0,0,1,0,0,2,16,1,1645,6,-1156316.516,-604958.468,60206141120,2014/06/08 00:00:00+00,4000,0,4d7d8ef7-a82f-4ad1-acb1-c390d7e18f07
-596882.609000001,-1161431.37,807,Brno-střed,ano,nesprávný způsob jízdy,havárie,nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,parkoviště přiléhající ke komunikaci,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-střed,muž,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",úterý,červen,Trnitá,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰",noc,,1,71202,1,71202,1,71202,2,27,1,1987,1,87,2014,0,0,1,0,0,1,22,1,2255,6,-1161431.37,-596882.609,60206141138,2014/06/10 00:00:00+00,100,100,c8bfbc6e-52be-4dbf-afb2-5f823fc69b1a
-596896.118999999,-1161318.256,808,Brno-střed,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,"jízda na ""červenou"" 3-barevného semaforu","povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-střed,chlapec (do 15 let),Ne,čtvrtek,červen,Trnitá,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71203,1,71203,1,71203,4,14,1,2000,1,0,2014,0,0,1,0,0,1,12,1,1240,6,-1161318.256,-596896.119,60206141149,2014/06/12 00:00:00+00,0,0,c72bff13-5a06-49e1-a23c-5045f88f370a
-595796.870000001,-1158824.456,809,Brno-sever,ano,nepřiměřená rychlost jízdy,"srážka s vozidlem zaparkovaným, odstaveným",nehoda s následky na životě nebo zdraví,jiný druh nepřiměřené rychlosti,"povrch suchý, neznečistěný",neztížené,dobré,parkoviště přiléhající ke komunikaci,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-sever,muž,"Ano, obsah alkoholu v krvi 1,5‰ a více",čtvrtek,červen,Husovice,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,den,,1,71205,1,71205,1,71205,4,28,1,1986,1,86,2014,0,0,1,0,0,1,20,1,2005,6,-1158824.456,-595796.87,60206141154,2014/06/12 00:00:00+00,65000,60000,5f0f3854-68f3-4170-9604-c735f4a06eea
-593665.260000002,-1164710.458,810,Brno-Tuřany,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,při odbočování vlevo,"povrch suchý, neznečistěný",neztížené,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-Tuřany,muž,Ne,pátek,červen,Tuřany,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,noc,,1,71206,1,71206,1,71206,5,32,1,1982,1,82,2014,0,0,1,0,0,2,5,1,540,6,-1164710.458,-593665.26,60206141156,2014/06/13 00:00:00+00,50000,40000,77307b2b-8ee6-4d2c-b03b-1c7b1f3ab5e9
-596651.146000002,-1161558.231,811,Brno-Černovice,nezjišťováno,nesprávný způsob jízdy,srážka s chodcem,nehoda s následky na životě nebo zdraví,jiný druh nesprávného způsobu jízdy,"povrch suchý, neznečistěný",neztížené,dobré,"zastávka tramvaje, autobusu, trolejbusu bez nástup. ostrůvku",komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-Černovice,,Nezjišťován,pátek,červen,Černovice,,,,,,,,,,řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,,,den,,0,71207,1,71207,1,71207,5,,,,1,,2014,0,0,1,0,0,1,20,,2030,6,-1161558.231,-596651.146,60206141161,2014/06/13 00:00:00+00,0,0,76b80785-244b-4f10-a8b2-654763a1aedd
-600475.076000001,-1162427.467,812,Brno-Bohunice,ano,nepřiměřená rychlost jízdy,srážka s pevnou překážkou,nehoda s následky na životě nebo zdraví,nepřizpůsobení rychlosti vlastnostem vozidla a nákladu,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,,,jízdní kolo,Brno-Bohunice,muž,"Ano, obsah alkoholu v krvi 1,5‰ a více",neděle,červen,Bohunice,,,,,,,,těžké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",žádné z uvedenýc,řidič,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,den,,0,71209,1,71209,1,71209,7,35,1,1979,1,79,2014,1,0,0,1,0,1,19,1,1950,6,-1162427.467,-600475.076,60206141173,2014/06/15 00:00:00+00,13000,3000,a5fe7ec1-7eae-4c79-9535-e176b2714d34
-604904.736000001,-1157519.516,813,Brno-Bystrc,ne,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,nedodržení bezpečné vzdálenosti za vozidlem,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-Bystrc,muž,Ne,pondělí,červen,Bystrc,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71210,1,71210,1,71210,1,35,1,1979,1,79,2014,0,0,1,0,0,1,10,1,1000,6,-1157519.516,-604904.736,60206141176,2014/06/16 00:00:00+00,21000,20000,6d698642-1186-4d60-86da-cec2b81e8e89
-600738.103,-1162439.183,814,Brno-Bohunice,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,při odbočování vlevo,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-Bohunice,muž,Ne,středa,červen,Bohunice,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71211,1,71211,1,71211,3,48,1,1966,1,66,2014,0,0,1,0,0,2,8,1,810,6,-1162439.183,-600738.103,60206141196,2014/06/18 00:00:00+00,24000,4000,4bccff2d-24e8-4058-88b5-eaee0c454845
-600262.195,-1158492.354,815,Brno-Žabovřesky,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,při odbočování vlevo,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-Žabovřesky,muž,Ne,středa,červen,Žabovřesky,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71212,1,71212,1,71212,3,27,1,1987,1,87,2014,0,0,1,0,0,2,17,1,1700,6,-1158492.354,-600262.195,60206141197,2014/06/18 00:00:00+00,61000,60000,405be2bb-36b6-4377-9bad-9190c653649d
-596843.173999999,-1159511.401,816,Brno-sever,ne,nesprávný způsob jízdy,"srážka s vozidlem zaparkovaným, odstaveným",nehoda pouze s hmotnou škodou,nezvládnutí řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-sever,muž,Ne,středa,červen,Černá Pole,,,,,,,,bez zraněn,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,0,71214,1,71214,1,71214,3,42,1,1972,1,72,2014,0,0,0,0,0,1,19,1,1905,6,-1159511.401,-596843.174,60206141200,2014/06/18 00:00:00+00,11000,1000,777538a2-3c9c-44d5-b618-f38f591eb983
-603431.690000001,-1155779.93,817,Brno-Kníničky,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,při vjíždění na silnici,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-Kníničky,žena,Ne,sobota,červen,Kníničky,,,,,,,,těžké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,0,71215,1,71215,1,71215,6,42,1,1972,1,72,2014,1,0,1,1,0,1,15,1,1540,6,-1155779.93,-603431.69,60206141223,2014/06/21 00:00:00+00,12000,10000,aec955d6-5b8e-4b73-ba6b-18f603fffea9
-603431.690000001,-1155779.93,818,Brno-Kníničky,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,při vjíždění na silnici,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-Kníničky,dívka (do 15 let),Ne,sobota,červen,Kníničky,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71216,1,71216,1,71216,6,5,1,2009,1,9,2014,0,0,1,1,0,3,15,1,1540,6,-1155779.93,-603431.69,60206141223,2014/06/21 00:00:00+00,12000,10000,8e6fcb71-7f94-4121-bb50-6af33363329b
-603744.488000002,-1156631.005,819,Brno-Bystrc,ano,nesprávný způsob jízdy,"srážka s vozidlem zaparkovaným, odstaveným",nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, znečistěný (písek, prach, listí, štěrk atd.)",neztížené,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),komunikace místní,,,jízdní kolo,Brno-Bystrc,muž,"Ano, obsah alkoholu v krvi 1,5‰ a více",neděle,červen,Bystrc,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,noc,,1,71217,1,71217,1,71217,7,50,1,1964,1,64,2014,0,0,1,0,0,1,21,1,2100,6,-1156631.005,-603744.488,60206141229,2014/06/22 00:00:00+00,8000,5000,dbdccb4b-5af3-4114-b17a-c7ea536572c8
-596760.145,-1162923.441,820,Brno-jih,nezjišťováno,nesprávný způsob jízdy,"srážka s vozidlem zaparkovaným, odstaveným",nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,,,jízdní kolo,Brno-jih,muž,Nezjišťován,středa,červen,Komárov,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71218,1,71218,1,71218,3,52,1,1962,1,62,2014,0,0,1,0,0,1,12,1,1230,6,-1162923.441,-596760.145,60206141247,2014/06/25 00:00:00+00,6000,5000,5dab0888-ff4c-41ad-be85-f3ead8f02df9
-597939.936999999,-1159192.614,821,Brno-Královo Pole,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,"jízda na ""červenou"" 3-barevného semaforu","povrch suchý, neznečistěný",neztížené,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),uzel (křižovatka sledovaná ve vybraných městech),,,jízdní kolo,Brno-Královo Pole,muž,Ne,čtvrtek,červen,Ponava,,,,,,,,lehké zranění,"s přilbou (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71219,1,71219,1,71219,4,26,1,1988,1,88,2014,0,0,1,0,0,1,8,1,815,6,-1159192.614,-597939.937,60206141255,2014/06/26 00:00:00+00,31000,30000,d7729db2-6fcd-470c-a8a6-1fbaabe77d4e
-599551.302999999,-1159011.3,822,Brno-Žabovřesky,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,při odbočování vlevo,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),,,jízdní kolo,Brno-Žabovřesky,muž,Ne,pátek,červen,Žabovřesky,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71220,1,71220,1,71220,5,67,1,1947,1,47,2014,0,0,1,0,0,2,8,1,845,6,-1159011.3,-599551.303,60206141261,2014/06/27 00:00:00+00,6000,1000,65ecefe8-721f-44f3-84ab-a0a81724b1c4
-596619.884,-1159840.291,823,Brno-sever,nezjišťováno,nesprávný způsob jízdy,jiný druh nehody,nehoda s následky na životě nebo zdraví,jiný druh nesprávného způsobu jízdy,"povrch suchý, neznečistěný",neztížené,dobré,parkoviště přiléhající ke komunikaci,komunikace místní,,,jízdní kolo,Brno-sever,muž,Nezjišťován,pátek,červen,Zábrdovice,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",žádné z uvedenýc,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71221,1,71221,1,71221,5,45,1,1969,1,69,2014,0,0,1,0,0,2,11,1,1105,6,-1159840.291,-596619.884,60206141265,2014/06/27 00:00:00+00,500,500,2cfa1da8-7409-440e-a18b-b60b715d13a6
-594639.989999998,-1166715.496,824,Brno-Tuřany,ne,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,nehoda s následky na životě nebo zdraví,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,,,jízdní kolo,Brno-Tuřany,chlapec (do 15 let),Ne,sobota,červen,Tuřany,,,,,,,,lehké zranění,"bez přilby (pouze u motocyklistů, příp. cyklistů)",řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",na jízdním pruhu,řidič,dobrý -žádné nepříznivé okolnosti nebyly zjiště,den,,1,71222,1,71222,1,71222,6,14,1,2000,1,0,2014,0,0,1,0,0,1,16,1,1610,6,-1166715.496,-594639.99,60206141275,2014/06/28 00:00:00+00,5000,5000,74b08442-de89-4bb9-b5b8-c0b59f1e1a04
